"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"9027",9,1410,"A","1",0,"1997","","2-4","1985","K","0010",2018,1,1,1,95,95,1,1,3,2,2,4,1,2,1,1,9,4,NA,NA,1,0,NA,0,NA,60,NA,8.25,NA,1,1,2,"PARCELA LOCALIZADA A TRAVES DE CROQUIS (DESPLAZADA EN IFN3 8MT A 397G) Y PIES MAYORES.
FUERA DE 10MT HAY ARANDANO, BREZO Y CYTISUS.
CORTAS VIEJAS.
COMPROBADA FORMA PIES 15, 17, 20.
PIE 16 DISTANCIA COMPROBADA.
COMPROBADA ALTURA PIS 9, 12, 13, 34.
PIE 20 MEDIDO A 1,20MT POR BULTO.
COMPROBADO PAE PIE 24.
021 NO POR DIAMETRO: 139G-15,5MT (416-414), 140G-19,3MT (418-417), 389G-23,5MT (424-395).
071 NO POR DIAMETRO: 240G-22,9MT (415-414).
REFERENCIA: 78,5MT POR BORDE DE PISTILLA DESDE PISTA PRINCIPAL. ",2018-11-15,2000-01-01,2018-11-15,2000-01-01,9,"9.1410","9.1410.A.1"
"9038",9,1424,"A","1",0,"1985","K","0009","1997","","2-4",2018,1,1,2,95,95,1,2,2,2,1,4,1,2,1,1,8,4,NA,NA,0,0,NA,0,NA,310,NA,9,NA,1,2,1,"PARCELA LOCALIZADA CON ORTOFOTO, CROQUIS Y PIES IFN3.
HAY SENALAMIENTO EN PIES PARA SU CORTA.
[Pies Mayores]
TODAS LAS ALTURAS ESTAN COMPROBADAS.
EXISTE DISCREPANCIA RESPECTO A LAS TOMADAS EN EL IFN3 AL RESULTAR VALORES INFERIORES EN LA MEDICION PARA EL IFN4.
PIE 001-002-003-004-005-006-008-016 ALTURA COMPROBADA.
PIE 061 DIAMETRO COMPROBADO.",2018-10-29,2000-01-01,2018-10-29,2000-01-01,9,"9.1424","9.1424.A.1"
"9072",9,1491,"A","1",0,"1985","l","0006","1997","","3-2",2018,1,1,2,100,60,1,1,2,2,1,4,1,2,1,1,4,6,NA,NA,0,0,0,0,0,65,NA,7.5,NA,1,2,1,"[ClaEsp. Resto de especies=10%]
[Pies Mayores]SERVAL A 136G NO ENTRA POR DIST.(COMP)N16 ALTURA COMP.
[Riesgos]",2018-12-01,2000-01-01,2018-12-01,2000-01-01,9,"9.1491","9.1491.A.1"
"9080",9,1506,"A","4",0,"1985","L","0005","1997","","3-2",2018,1,1,2,100,90,1,1,1,2,1,4,1,2,1,1,9,5,NA,NA,0,0,0,0,0,182,NA,12,NA,1,1,2,"[Pies Mayores]ENCUENTRO PARCELA INFO3 PERO ESTA JUSTO ENTRE DOS TESELAS LO QUE DESPLAZO DESDE LA COORDENADA.N40 MEDIDA CON CINTA(283)",2018-11-28,2000-01-01,2018-11-29,2000-01-01,9,"9.1506","9.1506.A.4"
"9301",9,1912,"A","1",0,"1984","L","0003","1997","","3-1",2018,1,1,1,85,80,1,2,4,3,2,4,1,2,1,6,5,3,NA,NA,1,0,NA,0,NA,310,NA,10.5,NA,1,3,1,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIE 15 DATOS ESTIMADOS POR SER INACCESIBLE.
PIE 27 ALTURA COMPROBADA.
PIE 30 MEDIDO A 1.1 M.
[Coor. gps]COORDENADAS COGIDAS CON GPS GARMIN Y TRASPASADAS A ETRS 89.
X-488925
Y-4658034",2018-10-25,2000-01-01,2018-10-25,2000-01-01,9,"9.1912","9.1912.A.1"
"9302",9,1913,"A","1",0,"1984","L","0003","1997","","3-1",2018,1,1,1,80,65,1,1,3,3,2,4,1,2,1,6,6,2,NA,NA,1,0,NA,0,NA,260,NA,13,NA,2,3,1,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Pies Mayores]PIES 16-17 ALTURA COMPROBADA. SE BARRENA PIE 071 MAS SANO PORQUE LOS DEMAS TIENEN HONGOS O NO TIENEN DIAMETRO.",2018-10-24,2000-01-01,2018-10-24,2000-01-01,9,"9.1913","9.1913.A.1"
"9313",9,1929,"A","1",0,"1984","L","0006","1997","","3-2",2018,1,1,1,80,60,1,1,3,2,2,4,1,2,1,1,6,3,NA,NA,1,0,NA,0,NA,225,NA,4.5,NA,3,3,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Matorral]A MAS DE 10 M HAY ZARZA.
[Pies Mayores]PIE 4 MEDIDO CON CINTA 254 CM. PIE 11 215 CM.
PIE 5 FORMA COMPROBADA.
A 248 G Y 23.3 M UN 021 NO POR DIAMETRO 425-392.
NO SE PUEDE SACAR LA BARRENA AL 071.",2018-10-10,2000-01-01,2018-10-10,2000-01-01,9,"9.1929","9.1929.A.1"
"9316",9,1939,"A","1",0,"1984","L","0007","1997","","3-2",2018,1,1,1,100,95,1,2,1,2,2,4,1,2,1,1,8,4,NA,NA,0,0,NA,0,NA,90,NA,6,NA,3,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Matorral]NO HAY MATORRAL.
[Pies Mayores]PIE 52 DIAMETRO COMPROBADO.",2018-10-23,2000-01-01,2018-10-23,2000-01-01,9,"9.1939","9.1939.A.1"
"9359",9,2008,"A","1",0,"1984","M","0008","1997","","4-3",2018,1,1,1,95,85,1,1,4,2,1,4,1,2,1,1,5,2,NA,NA,1,0,NA,0,NA,350,NA,7,NA,1,3,1,"PARCALA LOCALIZADA POR PIES MAYORES Y CROQUIS
[Pies Mayores]
PIE 5 MEDIDO CON CINTA METRICA (269CM)
PIE 10 PAE Y FORMA COMPROBADA, Y MEDIDO CON CINTA (239CM)
PIE 15 Y 29 DIAMETROS COMPROBADOS",2018-10-04,2000-01-01,2018-10-04,2000-01-01,9,"9.2008","9.2008.A.1"
"9510",9,2303,"A","1",0,"1984","J","0009","1997","","2-1",2018,1,1,1,95,90,1,2,3,2,1,4,1,2,1,1,8,3,NA,NA,1,0,NA,0,NA,60,190,8,10,1,3,2,"PARCELA LOCALIZADA POR PIES MAYORES Y FOTOS IFN3
[ClaEsp. Resto de especies=10%]
[Pies Mayores]
PIE 1 MEDIDO A 1M Y CON CINTA METRICA (2.51CM)
PIE 10 DIAMETRO COMPROBADO
PIE 21 DIAMETRO COMPROBADO",2018-10-01,2000-01-01,2018-10-01,2000-01-01,9,"9.2303","9.2303.A.1"
"41625",42,8,"A","4",0,"2013","","3-2","1984","K","0005",2019,1,1,1,90,80,1,2,2,2,2,4,1,2,1,1,11,3,NA,NA,1,0,NA,0,NA,310,NA,6.75,NA,2,2,2,"[Identificación] Parcela no localizada, han cortado pinos y falta de referencias. Se implanta en el cruce de coordenadas y se clasifica como A4.
[Pies Mayores] A rumbo 45 y 25.2m (lateral) no 021 por distancia.
A rumbo 116 y 5.1m(lateral) no 071 por distancia.",2019-07-16,2000-01-01,2019-07-16,2000-01-01,42,"42.8","42.8.A.4"
"41638",42,27,"A","4",0,"2013","","3-3","1984","M","0003",2019,1,1,1,100,95,1,2,2,2,2,4,1,2,1,1,8,3,NA,NA,0,0,NA,0,NA,90,NA,10,NA,3,2,3,"[Identificación] Parcela no lcalizada por falta de referencias claras, se imjlanta en cruce de coordenadas y se clasifica como A4.
[Pies Mayores]A rumbo 243 y 17.7m no 021 por diametros.
[Matorral]No hay matorral en 10m.",2019-08-26,2000-01-01,2019-08-26,2000-01-01,42,"42.27","42.27.A.4"
"41690",42,105,"A","1",0,"1984","K","0002","2000","","1-3",2019,1,1,1,100,70,1,2,2,2,2,4,1,2,1,1,8,3,NA,NA,1,4,NA,5,NA,260,NA,9,NA,1,2,2,"REJON LOCALIZADO MEDIANTE ORTOFOTO, GPS, CROQUIS Y PIES IFN 3. EL MODELO DE COMBUSTIBLE PREDOMINANTE ES EL 8 PERO EN UN 40% DE LA PARCELA ES EL 7 BAJO LOS PINOS.
CAMBIO PIE A BARENAR POR ESTAR PODRIDO EL SELECCIONADO POR EL TERMINAL.
[Pies Mayores]
PIE 2 MEDIDO A 1.1 M.
DISTANCIAS COMPROBADAS POR PENDIENTE.
HAYA A 100 G Y 12.1 M NO ENTRA POR DIAMETRO.
PIE 11 ESPECIE COMPROBADA.",2019-08-07,2000-01-01,2019-08-07,2000-01-01,42,"42.105","42.105.A.1"
"41699",42,118,"A","1",0,"1984","K","0001","2000","","1-3",2019,1,1,2,100,90,1,2,2,2,2,4,1,2,1,1,8,4,NA,NA,0,0,NA,5,NA,90,NA,8,NA,1,2,1,"REJON LOCALIZADO MEDIANTE ORTOFOTO, GPS, CROQUIS Y PIES IFN 3. DEJO UN 10% DE OCUPACION PAA EL RESTO DE ESPECIES.
[Pies Mayores]
DISTANCIAS COMPROBADAS POR PENDIENTE.
PINO A 13.2 M Y 94 G NO ENTRA POR DISTANCIA.
PIE 12 MEDIDO A 1.2 M POR RAMA.
PIE 14 FORMA COMPROBADA.
PIES 14, 37, 42, 45 ALTURA COMPROBADA.
PIE 43 DIAMETRO COMPROBADO.",2019-08-14,2000-01-01,2019-08-14,2000-01-01,42,"42.118","42.118.A.1"
"41700",42,119,"A","1",0,"1984","K","0001","2000","","1-3",2019,1,1,1,100,70,1,2,2,2,2,4,1,2,1,1,2,4,NA,NA,1,0,NA,0,NA,255,NA,6.75,NA,1,1,2,"REJON LOCALIZADO MEDIANTE ORTOFOTO, GPS, CROQUIS Y PIES IFN 3.
[Pies Mayores]
PIE A 23.7 M Y 13 G NO ENTRA POR DIAMETRO 
PIE A 15 M Y 135 G NO ENTRA POR DISTANCIA.
PIE 9 DISTANCIA COMPROBADA.
PIE 11 MEDIDO CON CINTA
PIE 11 ALTURA COMPROBADA.",2019-08-26,2000-01-01,2019-08-26,2000-01-01,42,"42.119","42.119.A.1"
"41721",42,147,"A","1",0,"1984","L","0002","2000","","3-1",2019,1,1,1,90,85,1,2,3,2,2,4,1,2,1,1,8,4,NA,NA,0,0,NA,5,NA,123,NA,4,NA,3,2,2,"REJON LOCALIZADO MEDIANTE ORTOFOTO, CROQUIS Y PIES IFN 3. LA PARCELA ESTA MAL PINCHADA, EL REJON SE ENCUENTRA A UNOS 150 METROS DEL PINCHAZO. DEJO 10% DE OCUPACION PARA EL RESTO DE ESPECIES.
[Pies Mayores]
PIE 5 DISTANCIA COMPROBADA.
PIE 15 FORMA COMPROBADA.
PIE 16 ALTURA COMPROBADA.",2019-07-22,2000-01-01,2019-07-22,2000-01-01,42,"42.147","42.147.A.1"
"41722",42,148,"A","1",0,"1984","L","0002","2000","","3-1",2019,1,1,1,95,65,1,1,3,2,2,4,1,2,1,1,8,3,NA,NA,0,0,NA,0,NA,220,NA,3.5,NA,1,1,1,"REJON LOCALIZADO MEDIANTE ORTOFOTO, GPS, CROQUIS Y PIES IFN 3. NO DY OCUPACION AL QUERCUS PYRENAICA POR HABER SOLO DOS PIES EN TODA LA PARCELA.",2019-07-17,2000-01-01,2019-07-17,2000-01-01,42,"42.148","42.148.A.1"
"41723",42,149,"A","1",0,"1984","L","0003","2000","","3-1",2019,1,1,1,100,95,1,2,4,2,1,4,1,2,2,1,8,5,NA,NA,0,0,NA,0,NA,0,NA,3.25,NA,1,2,2,"REJON LOCALIZADO POR ORTOFOTO, GPS, CROQUIS, FOTOS Y PIES IFN 3. NO DOY OCUPACION AL QUERCUS PYRENAICA. EN LA PARCELA HAY PINOS MARCADOS CON PINTURA BLANCA DELIMITANDO EL RODAL. TODO EL MATORRAL HA MUERTO, NO HAY MATORRAL EN 10 METROS.
[Pies Mayores]
EL PIE NUMERO 6 TIENE UNA MARCA DE PINTURA BLANCA.
PIE 13, 21 ALTURA COMPROBADA.
PIE 21, 33 DIAMETRO COMPROBADO.
PIE 18 YA NO ES BIFURCADO POR MORIR LA RAMA.
PIE 33 DISTANCIA COMPROBADA.",2019-08-02,2000-01-01,2019-08-02,2000-01-01,42,"42.149","42.149.A.1"
"41800",42,266,"A","1",0,"2000","","2-2","198","J","0013",2019,1,1,1,90,90,1,1,3,2,2,4,1,2,1,1,8,3,NA,NA,1,0,0,0,0,330,NA,6.5,NA,2,2,2,"[Pies Mayores]
PIES N 1, 2, 10, 16, 23, 28, 29, 33 HT COMPROBADA
PIE N 2 DN CON CINTA 2280MM
PIE N5, 11, 14 COPA PARTIDA POR SACA DE MADERA Y HT COMPROBADA
PIE N 4 R REAL 25
PIE N 12 Y 13, 26 Y 27 ESTAN ENRREDADOS, POR ESO FORMA 5.
PIE N 17 ESTA ALGO ARQUEADO.
LOS DANOS EN GUIAS TERMINALES PUDIERAN SER POR PRINCIPIO DE SEQUIA
[Especies Presentes]
HAY 43 FUERA DE 25M FUSTAL
PROXIMO A PARCELA HAY POPULUS TREMULA
[Matorral] COMPROBADO
[Regeneración]
COMPROBADA",2019-07-19,2000-01-01,2019-07-19,2000-01-01,42,"42.266","42.266.A.1"
"41951",42,491,"A","1",0,"1984","J","0002","2000","","1-1",2019,1,1,1,80,75,1,1,4,2,2,4,1,2,1,1,8,3,NA,NA,1,0,0,0,0,350,260,4.75,4.75,1,2,2,"[Identificación] Parcela localizada mediante fotos,coordenadas gps, croquis y pies del IFN3.
[Pies Mayores] A 13.7m y rumbo 107 nu 071 por diametros.
A rumbo 217 y 6.4m no 071 por diametros.
Pie 12 y 13 altura menor por la calidad baja.",2019-05-13,2000-01-01,2019-05-13,2000-01-01,42,"42.491","42.491.A.1"
"41966",42,508,"A","1",0,"2000","","1-1","1984","J","0002",2019,1,1,1,100,85,1,1,3,2,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,170,NA,7,NA,1,2,1,"REJON LOCALIZADO POR ORTOFOTO Y PIES IFN3
[Identificación]
[Pies Mayores]
PIE N4, 19 DN COMPROBADO
PIE N5 Y 11 DN CON CINTA 2150MM.
PIE N6, 8, 9, 10, 13, 15, 23, 24, 27, 28, 29, 34 HT COMPROBADA
PIE N 12 DN CON CINTA 2600MM Y HT COMPROBADAS. DANO EN BASE DEL PIE POR EXTRACCION ANTIGUA DE TEA. 
PIE N18 DN COMPROBADO Y YA NO ENTRA POR DN 
PIE A R 208 NO ENTRA POR DISTANCIA PARA 225MM
PIE N 24 DN COMPROBADO
PIE N 36 DN CON CINTA 2530MM
PIE N 37 DN CON CINTA 2340MM
[Regeneración]
COMPROBADA
[Especies Presentes]
EN EL RADIO DE PARCELA HAY UN ABEDUL DE 350MM",2019-07-02,2000-01-01,2019-07-02,2000-01-01,42,"42.508","42.508.A.1"
"41982",42,535,"A","1",0,"1984","J","0006","2000","","1-2",2019,1,1,1,95,90,1,1,2,2,2,4,1,2,1,1,8,2,NA,NA,0,0,NA,0,NA,48,NA,6,NA,1,2,2,"[Identificación]Parcela localizada mediante fotos,coordenadas GPS, croquis y pies del IFN3.
[Pies Mayores] calidades comprobadas.
A rumbo 104 y 9.4m no 071 por diametros.
A rumbo 120 y 10.8m no 071 por diametros.
A rumbo 221 y 15.1m(lateral) no 021 por distancia.
A rumbo 336 y 8.4m no 071 por diametros.
A rumbo 370 y 4.6m no 071 por diametros.
[Matorral]No hay matorral en 10m.",2019-08-05,2000-01-01,2019-08-05,2000-01-01,42,"42.535","42.535.A.1"
"41995",42,552,"A","1",0,"2000","","1-2","1984","J","0006",2019,1,1,1,100,90,1,2,4,2,2,4,1,2,1,2,8,2,NA,NA,1,0,NA,0,NA,300,NA,6.5,NA,1,2,1,"[Identificación]Parcela localizada mediante croquis , fotos y pies del IFN3.
[ClaEsp]Se deja un 10% al resto de especies.
[Pies Mayores]A rumbo 32 y 10.1 m (lateral) no 071 por distancia.
A rumbo 51 y 13.1m no 043 por diametros.
Pie 9 altura comprobada.
A rumbo 116 y 11.8m, no 071 por diametros.
A rumbo 131 y 5.1 (lateral) no 071 por distancia.
Pie 25 ya no es bifurcado.
A rumbo 307 y 12.5m no 014 por diametros.
Pie 37 ya no es ni de cepa ni bifurcado por abajo.
Pie 38 ya no es de cepa.",2019-08-01,2000-01-01,2019-08-01,2000-01-01,42,"42.552","42.552.A.1"
"43467",42,3556,"N","N",0,"2019","","1-4",NA,"","",2019,1,1,1,95,90,1,1,3,2,1,4,1,2,1,1,8,3,NA,NA,0,0,NA,0,NA,270,NA,11.25,NA,1,2,3,"PARCELA DE NUEVA IMPLANTACION PINCHADA EN CRUCE DE COORDENADAS Y DESPLAZADA 28 M Y 70 G AL TOCAR OTRA TESELA YA QUE EL CRUCE ESTA EN LA ZONA DE TRANSICION DEL PINO AL HAYA.
[Pies Mayores]PIES 1-2 MEDIDOS A 1.4 M.
PIE 25 MEDIDO A 1.1 M.",2019-05-23,2000-01-01,2019-05-23,2000-01-01,42,"42.3556","42.3556.N.N"
